PO_ID,Order_Date,Supplier_ID,Material_ID,Quantity,Unit_Price,Total_Cost
PO008811,2025-12-05,SUP004,MAT010,224,1642,367808
PO008812,2024-10-11,SUP020,MAT003,542,1104,598368
PO008813,2025-05-26,SUP006,MAT012,61,753,45933
PO008814,2025-02-12,SUP014,MAT003,711,951,676161
PO008815,2025-12-10,SUP020,MAT026,370,3235,1196950
PO008816,2025-12-23,SUP007,MAT027,3819,38,145122
PO008817,2024-07-17,SUP005,MAT021,889,1910,1697990
PO008818,2025-12-03,SUP014,MAT025,248,3011,746728
PO008819,2025-06-11,SUP007,MAT012,287,885,253995
PO008820,2025-08-30,SUP013,MAT002,244,486,118584
PO008821,2025-04-13,SUP001,MAT004,464,4848,2249472
PO008822,2024-07-16,SUP020,MAT018,128,545,69760
PO008823,2025-01-29,SUP003,MAT012,71,1218,86478
PO008824,2024-10-05,SUP020,MAT026,625,1169,730625
PO008825,2024-02-04,SUP010,MAT011,54,1419,76626
PO008826,2024-08-19,SUP016,MAT013,556,4005,2226780
PO008827,2024-11-01,SUP002,MAT013,718,2744,1970192
PO008828,2025-11-16,SUP019,MAT011,172,1164,200208
PO008829,2024-02-06,SUP016,MAT008,967,1974,1908858
PO008830,2025-06-26,SUP013,MAT007,990,2163,2141370
PO008831,2024-03-29,SUP004,MAT006,815,2532,2063580
PO008832,2025-02-01,SUP002,MAT014,130,4817,626210
PO008833,2025-08-13,SUP006,MAT015,6826,13,88738
PO008834,2024-02-12,SUP003,MAT026,397,1988,789236
PO008835,2025-05-07,SUP002,MAT001,971,625,606875
PO008836,2025-01-28,SUP002,MAT015,4677,43,201111
PO008837,2024-05-27,SUP018,MAT025,860,1001,860860
PO008838,2025-11-20,SUP017,MAT017,9201,50,460050
PO008839,2025-10-01,SUP012,MAT003,540,1191,643140
PO008840,2024-02-20,SUP016,MAT021,707,2285,1615495
PO008841,2025-03-13,SUP003,MAT014,669,2477,1657113
PO008842,2024-01-11,SUP002,MAT018,54,1629,87966
PO008843,2024-02-11,SUP004,MAT016,6837,31,211947
PO008844,2025-04-28,SUP008,MAT018,182,2367,430794
PO008845,2024-09-24,SUP018,MAT001,542,1105,598910
PO008846,2024-09-15,SUP010,MAT005,715,3517,2514655
PO008847,2024-04-28,SUP010,MAT021,227,2889,655803
PO008848,2025-08-21,SUP015,MAT026,291,837,243567
PO008849,2024-12-21,SUP013,MAT022,435,631,274485
PO008850,2024-06-18,SUP003,MAT020,827,832,688064
PO008851,2025-04-08,SUP008,MAT012,116,1630,189080
PO008852,2024-04-13,SUP015,MAT005,560,2680,1500800
PO008853,2024-08-08,SUP009,MAT013,475,2456,1166600
PO008854,2024-02-28,SUP017,MAT027,1660,19,31540
PO008855,2025-02-14,SUP015,MAT025,302,1791,540882
PO008856,2024-12-03,SUP009,MAT024,458,2794,1279652
PO008857,2024-07-03,SUP002,MAT025,786,4502,3538572
PO008858,2025-09-26,SUP005,MAT005,699,2106,1472094
PO008859,2025-03-30,SUP016,MAT023,403,2861,1152983
PO008860,2024-09-06,SUP006,MAT005,985,3233,3184505
PO008861,2024-12-29,SUP014,MAT018,57,1827,104139
PO008862,2024-09-07,SUP007,MAT020,532,2258,1201256
PO008863,2024-03-25,SUP019,MAT008,544,204,110976
PO008864,2024-04-19,SUP008,MAT027,6775,38,257450
PO008865,2025-06-12,SUP010,MAT015,6753,28,189084
PO008866,2024-04-15,SUP019,MAT016,5785,8,46280
PO008867,2025-10-10,SUP003,MAT002,324,1176,381024
PO008868,2024-01-07,SUP017,MAT021,904,330,298320
PO008869,2025-05-07,SUP016,MAT026,159,1745,277455
PO008870,2025-11-25,SUP013,MAT018,47,2065,97055
PO008871,2025-07-31,SUP019,MAT007,774,3755,2906370
PO008872,2025-04-11,SUP008,MAT003,210,302,63420
PO008873,2024-04-04,SUP006,MAT021,470,2214,1040580
PO008874,2025-08-04,SUP005,MAT014,563,3913,2203019
PO008875,2025-01-30,SUP014,MAT024,281,3206,900886
PO008876,2024-11-03,SUP014,MAT018,185,1662,307470
PO008877,2024-06-22,SUP004,MAT029,133,670,89110
PO008878,2024-04-15,SUP018,MAT027,8539,10,85390
PO008879,2025-04-25,SUP015,MAT016,4039,12,48468
PO008880,2025-09-30,SUP014,MAT010,196,1698,332808
PO008881,2024-01-05,SUP017,MAT013,466,3125,1456250
PO008882,2024-08-18,SUP010,MAT011,285,2020,575700
PO008883,2024-10-27,SUP002,MAT010,283,2149,608167
PO008884,2024-05-13,SUP018,MAT026,553,1850,1023050
PO008885,2025-10-04,SUP002,MAT010,170,1935,328950
PO008886,2024-06-23,SUP001,MAT001,806,891,718146
PO008887,2025-06-14,SUP010,MAT026,820,3242,2658440
PO008888,2025-12-18,SUP015,MAT012,279,2360,658440
PO008889,2025-10-27,SUP008,MAT030,293,1008,295344
PO008890,2025-10-24,SUP015,MAT018,81,1532,124092
PO008891,2025-05-07,SUP007,MAT016,3630,6,21780
PO008892,2024-09-23,SUP015,MAT005,724,1874,1356776
PO008893,2025-10-30,SUP016,MAT019,98,2479,242942
PO008894,2025-05-30,SUP015,MAT014,953,4513,4300889
PO008895,2024-12-30,SUP006,MAT029,150,580,87000
PO008896,2025-03-02,SUP014,MAT013,693,3959,2743587
PO008897,2024-06-13,SUP003,MAT012,227,1193,270811
PO008898,2025-06-15,SUP016,MAT030,92,1035,95220
PO008899,2025-12-02,SUP002,MAT005,309,4566,1410894
PO008900,2025-03-09,SUP001,MAT020,915,1238,1132770
PO008901,2024-12-27,SUP014,MAT002,497,1096,544712
PO008902,2024-01-16,SUP010,MAT008,694,4214,2924516
PO008903,2024-08-19,SUP004,MAT001,806,917,739102
PO008904,2024-05-07,SUP006,MAT027,5946,46,273516
PO008905,2025-04-09,SUP003,MAT024,754,3163,2384902
PO008906,2025-12-16,SUP019,MAT002,314,1039,326246
PO008907,2024-09-26,SUP017,MAT024,964,813,783732
PO008908,2025-05-11,SUP019,MAT021,567,3057,1733319
PO008909,2025-09-18,SUP008,MAT001,426,868,369768
PO008910,2025-08-20,SUP011,MAT025,464,4654,2159456
PO008911,2025-02-15,SUP009,MAT023,321,901,289221
PO008912,2025-07-08,SUP018,MAT008,877,4884,4283268
PO008913,2024-05-16,SUP002,MAT003,852,771,656892
PO008914,2024-05-31,SUP009,MAT030,291,815,237165
PO008915,2024-08-27,SUP003,MAT018,148,2784,412032
PO008916,2024-05-04,SUP003,MAT021,154,1941,298914
PO008917,2025-06-11,SUP008,MAT007,517,3959,2046803
PO008918,2024-05-07,SUP006,MAT030,122,2126,259372
PO008919,2024-01-22,SUP014,MAT007,757,3888,2943216
PO008920,2025-09-10,SUP010,MAT019,44,2673,117612
PO008921,2025-05-03,SUP001,MAT011,51,868,44268
PO008922,2024-02-02,SUP006,MAT021,298,1617,481866
PO008923,2024-07-09,SUP019,MAT030,194,1003,194582
PO008924,2025-05-15,SUP014,MAT028,1446,18,26028
PO008925,2025-02-11,SUP017,MAT026,753,760,572280
PO008926,2025-06-04,SUP001,MAT004,798,407,324786
PO008927,2024-03-25,SUP005,MAT012,109,1757,191513
PO008928,2024-11-28,SUP003,MAT013,220,1824,401280
PO008929,2024-11-29,SUP010,MAT010,108,577,62316
PO008930,2025-04-30,SUP013,MAT013,437,680,297160
PO008931,2025-03-10,SUP013,MAT014,184,338,62192
PO008932,2024-02-02,SUP016,MAT017,8101,22,178222
PO008933,2024-11-19,SUP006,MAT028,3129,35,109515
PO008934,2025-01-27,SUP005,MAT015,2440,11,26840
PO008935,2024-11-06,SUP009,MAT025,403,3783,1524549
PO008936,2024-08-08,SUP020,MAT026,390,3972,1549080
PO008937,2025-06-03,SUP015,MAT004,737,3398,2504326
PO008938,2024-03-10,SUP005,MAT021,388,3866,1500008
PO008939,2024-06-13,SUP015,MAT004,642,4984,3199728
PO008940,2025-07-09,SUP002,MAT002,849,422,358278
PO008941,2025-09-16,SUP019,MAT024,659,618,407262
PO008942,2025-10-12,SUP004,MAT014,847,716,606452
PO008943,2025-10-08,SUP007,MAT015,6705,48,321840
PO008944,2024-10-07,SUP001,MAT030,254,2454,623316
PO008945,2024-10-22,SUP010,MAT022,743,4010,2979430
PO008946,2025-10-19,SUP013,MAT007,214,851,182114
PO008947,2024-07-31,SUP008,MAT005,548,4618,2530664
PO008948,2024-03-07,SUP017,MAT023,665,3256,2165240
PO008949,2025-04-29,SUP017,MAT015,6947,17,118099
PO008950,2025-05-25,SUP016,MAT001,314,1026,322164
PO008951,2025-11-25,SUP006,MAT028,5488,24,131712
PO008952,2025-02-20,SUP016,MAT020,418,4558,1905244
PO008953,2024-06-09,SUP013,MAT013,504,1145,577080
PO008954,2025-05-25,SUP005,MAT019,36,521,18756
PO008955,2025-12-14,SUP008,MAT016,7866,10,78660
PO008956,2024-08-18,SUP014,MAT022,836,3404,2845744
PO008957,2025-10-06,SUP017,MAT024,978,537,525186
PO008958,2025-12-11,SUP016,MAT019,109,916,99844
PO008959,2024-11-15,SUP004,MAT002,374,307,114818
PO008960,2025-08-07,SUP017,MAT002,308,954,293832
PO008961,2025-11-29,SUP016,MAT015,9242,24,221808
PO008962,2024-12-16,SUP013,MAT020,499,1919,957581
PO008963,2024-10-13,SUP008,MAT014,177,3941,697557
PO008964,2024-06-06,SUP005,MAT007,566,3917,2217022
PO008965,2024-04-30,SUP001,MAT018,72,2956,212832
PO008966,2024-12-15,SUP003,MAT029,90,1296,116640
PO008967,2025-08-23,SUP009,MAT006,156,3114,485784
PO008968,2025-12-26,SUP007,MAT030,158,1729,273182
PO008969,2025-06-14,SUP006,MAT027,2978,40,119120
PO008970,2024-11-30,SUP018,MAT010,300,2170,651000
PO008971,2024-09-07,SUP002,MAT007,491,1726,847466
PO008972,2024-04-09,SUP004,MAT012,265,1457,386105
PO008973,2025-08-06,SUP017,MAT015,3669,22,80718
PO008974,2025-08-17,SUP019,MAT004,702,3996,2805192
PO008975,2025-01-24,SUP010,MAT005,470,671,315370
PO008976,2024-06-05,SUP006,MAT027,3704,38,140752
PO008977,2024-02-16,SUP010,MAT009,85,2270,192950
PO008978,2025-06-03,SUP010,MAT015,9225,23,212175
PO008979,2025-07-15,SUP014,MAT013,398,4372,1740056
PO008980,2025-11-09,SUP008,MAT010,168,997,167496
PO008981,2025-10-26,SUP020,MAT023,141,2839,400299
PO008982,2024-11-07,SUP007,MAT023,539,4216,2272424
PO008983,2024-03-10,SUP011,MAT010,114,2012,229368
PO008984,2025-09-30,SUP006,MAT016,3478,9,31302
PO008985,2024-12-16,SUP018,MAT006,616,273,168168
PO008986,2025-11-14,SUP008,MAT030,171,1659,283689
PO008987,2024-09-05,SUP015,MAT030,87,2431,211497
PO008988,2024-11-22,SUP002,MAT004,733,756,554148
PO008989,2024-07-17,SUP009,MAT011,224,2398,537152
PO008990,2025-04-02,SUP007,MAT014,532,2389,1270948
PO008991,2024-08-15,SUP013,MAT020,390,3657,1426230
PO008992,2024-06-20,SUP014,MAT012,58,1479,85782
PO008993,2025-07-25,SUP014,MAT022,500,4659,2329500
PO008994,2025-05-16,SUP014,MAT003,266,714,189924
PO008995,2025-12-04,SUP020,MAT026,1000,888,888000
PO008996,2025-04-19,SUP016,MAT004,337,4628,1559636
PO008997,2024-12-05,SUP011,MAT027,9678,30,290340
PO008998,2024-06-29,SUP016,MAT006,737,1708,1258796
PO008999,2025-02-19,SUP003,MAT025,229,407,93203
PO009000,2025-11-10,SUP013,MAT005,535,2097,1121895
PO009001,2025-11-04,SUP001,MAT007,720,457,329040
PO009002,2025-06-04,SUP019,MAT022,740,1621,1199540
PO009003,2025-05-29,SUP004,MAT027,2769,34,94146
PO009004,2025-11-10,SUP005,MAT006,473,3275,1549075
PO009005,2025-09-22,SUP008,MAT008,361,4324,1560964
PO009006,2025-08-08,SUP014,MAT011,163,1323,215649
PO009007,2024-08-25,SUP008,MAT028,6623,19,125837
PO009008,2025-11-15,SUP007,MAT004,330,3290,1085700
PO009009,2025-10-11,SUP012,MAT007,641,741,474981
PO009010,2025-06-17,SUP014,MAT015,7895,35,276325
PO009011,2025-11-10,SUP008,MAT002,929,823,764567
PO009012,2024-01-23,SUP016,MAT030,245,768,188160
PO009013,2024-01-20,SUP017,MAT015,4361,14,61054
PO009014,2024-01-01,SUP013,MAT012,145,783,113535
PO009015,2024-02-23,SUP009,MAT007,327,1003,327981
PO009016,2024-08-01,SUP013,MAT023,361,468,168948
PO009017,2024-08-24,SUP004,MAT009,109,2335,254515
PO009018,2025-05-02,SUP017,MAT029,65,2256,146640
PO009019,2024-08-13,SUP019,MAT030,112,1519,170128
PO009020,2025-04-24,SUP005,MAT009,50,1619,80950
PO009021,2024-09-18,SUP012,MAT010,114,1029,117306
PO009022,2024-06-28,SUP013,MAT020,837,2058,1722546
PO009023,2025-06-03,SUP002,MAT026,283,877,248191
PO009024,2024-08-09,SUP020,MAT007,998,3688,3680624
PO009025,2025-08-17,SUP016,MAT009,191,556,106196
PO009026,2024-04-13,SUP013,MAT004,758,1794,1359852
PO009027,2024-04-04,SUP006,MAT006,976,1631,1591856
PO009028,2025-09-07,SUP001,MAT016,2178,36,78408
PO009029,2025-02-09,SUP006,MAT023,801,2641,2115441
PO009030,2025-11-02,SUP005,MAT027,9688,21,203448
PO009031,2024-10-16,SUP006,MAT005,270,3823,1032210
PO009032,2025-07-15,SUP006,MAT029,215,680,146200
PO009033,2024-03-23,SUP014,MAT018,168,2734,459312
PO009034,2024-12-28,SUP013,MAT022,520,4807,2499640
PO009035,2024-06-15,SUP001,MAT012,222,1737,385614
PO009036,2024-08-01,SUP015,MAT004,202,2569,518938
PO009037,2024-10-11,SUP018,MAT030,152,2422,368144
PO009038,2024-01-03,SUP006,MAT016,9260,20,185200
PO009039,2025-02-16,SUP007,MAT026,481,3280,1577680
PO009040,2025-05-12,SUP010,MAT007,349,2284,797116
PO009041,2024-08-17,SUP001,MAT020,188,1741,327308
PO009042,2025-11-22,SUP005,MAT004,635,3623,2300605
PO009043,2025-08-31,SUP007,MAT030,165,2409,397485
PO009044,2024-06-03,SUP020,MAT012,149,1182,176118
PO009045,2024-01-13,SUP004,MAT023,288,2749,791712
PO009046,2025-08-16,SUP004,MAT024,304,4028,1224512
PO009047,2024-05-08,SUP002,MAT019,32,1770,56640
PO009048,2024-08-02,SUP008,MAT022,740,2833,2096420
PO009049,2024-04-14,SUP012,MAT022,244,2916,711504
PO009050,2024-05-12,SUP004,MAT023,532,1423,757036
PO009051,2025-10-20,SUP012,MAT030,298,2078,619244
PO009052,2024-12-05,SUP003,MAT010,84,1246,104664
PO009053,2025-09-30,SUP014,MAT023,149,2940,438060
PO009054,2024-09-13,SUP005,MAT011,85,659,56015
PO009055,2024-10-29,SUP018,MAT013,470,3438,1615860
PO009056,2024-02-15,SUP013,MAT019,97,2275,220675
PO009057,2025-11-03,SUP002,MAT022,685,4692,3214020
PO009058,2024-06-17,SUP015,MAT026,227,587,133249
PO009059,2024-07-07,SUP012,MAT030,105,947,99435
PO009060,2025-01-30,SUP016,MAT009,173,2409,416757
PO009061,2025-12-10,SUP003,MAT015,6657,39,259623
PO009062,2025-02-10,SUP015,MAT006,632,650,410800
PO009063,2024-10-16,SUP012,MAT030,58,1088,63104
PO009064,2025-06-12,SUP005,MAT005,407,1580,643060
PO009065,2024-02-02,SUP005,MAT009,149,2242,334058
PO009066,2025-08-10,SUP008,MAT027,1353,50,67650
PO009067,2025-09-30,SUP007,MAT006,759,626,475134
PO009068,2025-12-26,SUP020,MAT006,373,2726,1016798
PO009069,2024-08-07,SUP011,MAT030,162,1199,194238
PO009070,2024-01-13,SUP015,MAT016,8632,11,94952
PO009071,2025-08-28,SUP018,MAT012,56,2176,121856
PO009072,2024-12-07,SUP012,MAT006,840,1160,974400
PO009073,2024-06-04,SUP020,MAT003,458,969,443802
PO009074,2024-04-14,SUP014,MAT027,4049,10,40490
PO009075,2025-11-20,SUP007,MAT005,576,4977,2866752
PO009076,2024-08-03,SUP017,MAT019,75,1985,148875
PO009077,2025-12-11,SUP015,MAT022,668,726,484968
PO009078,2025-10-17,SUP009,MAT029,68,678,46104
PO009079,2025-04-23,SUP016,MAT009,141,803,113223
PO009080,2025-10-08,SUP001,MAT028,2906,24,69744
PO009081,2025-06-05,SUP009,MAT026,703,3131,2201093
PO009082,2024-07-22,SUP016,MAT019,55,1452,79860
PO009083,2025-03-24,SUP005,MAT028,4919,46,226274
PO009084,2025-06-22,SUP020,MAT029,99,2361,233739
PO009085,2025-12-17,SUP008,MAT006,153,1193,182529
PO009086,2025-10-04,SUP001,MAT002,621,324,201204
PO009087,2025-09-29,SUP016,MAT018,107,1282,137174
PO009088,2024-03-28,SUP007,MAT021,535,4922,2633270
PO009089,2024-11-01,SUP002,MAT003,897,715,641355
PO009090,2025-10-04,SUP012,MAT014,851,2390,2033890
PO009091,2025-01-13,SUP010,MAT030,56,632,35392
PO009092,2024-01-14,SUP006,MAT019,148,542,80216
PO009093,2024-03-01,SUP005,MAT016,2571,11,28281
PO009094,2024-01-20,SUP011,MAT011,271,2428,657988
PO009095,2025-06-28,SUP011,MAT026,731,2785,2035835
PO009096,2024-07-12,SUP011,MAT024,181,3293,596033
PO009097,2025-09-17,SUP015,MAT025,229,1483,339607
PO009098,2025-08-16,SUP001,MAT021,701,4856,3404056
PO009099,2025-07-02,SUP010,MAT021,289,2367,684063
PO009100,2024-11-04,SUP013,MAT019,127,1722,218694
PO009101,2025-11-25,SUP009,MAT005,523,4878,2551194
PO009102,2024-02-03,SUP007,MAT003,974,405,394470
PO009103,2025-04-01,SUP014,MAT017,3595,17,61115
PO009104,2024-05-21,SUP004,MAT008,554,4155,2301870
PO009105,2025-08-06,SUP001,MAT026,424,3508,1487392
PO009106,2024-01-18,SUP015,MAT004,842,3071,2585782
PO009107,2025-01-31,SUP005,MAT022,418,3483,1455894
PO009108,2025-05-02,SUP014,MAT006,496,2741,1359536
PO009109,2024-12-06,SUP014,MAT005,584,3209,1874056
PO009110,2025-01-14,SUP017,MAT013,544,2799,1522656
PO009111,2024-04-28,SUP010,MAT011,260,1021,265460
PO009112,2024-05-12,SUP014,MAT030,280,1538,430640
PO009113,2024-06-07,SUP002,MAT007,918,4199,3854682
PO009114,2025-02-11,SUP018,MAT011,214,655,140170
PO009115,2025-09-10,SUP015,MAT016,2740,43,117820
PO009116,2024-11-26,SUP002,MAT025,100,1431,143100
PO009117,2025-06-29,SUP008,MAT004,549,4208,2310192
PO009118,2024-11-13,SUP004,MAT017,2880,40,115200
PO009119,2024-03-11,SUP008,MAT008,455,1916,871780
PO009120,2025-01-24,SUP012,MAT016,4149,22,91278
PO009121,2024-12-21,SUP017,MAT018,147,1020,149940
PO009122,2024-03-08,SUP002,MAT021,991,3599,3566609
PO009123,2024-04-26,SUP013,MAT017,5604,37,207348
PO009124,2024-10-24,SUP006,MAT007,417,3488,1454496
PO009125,2024-05-04,SUP010,MAT013,505,1472,743360
PO009126,2024-09-03,SUP001,MAT007,106,2254,238924
PO009127,2024-09-17,SUP015,MAT004,577,1100,634700
PO009128,2025-11-11,SUP012,MAT010,86,2364,203304
PO009129,2025-12-18,SUP008,MAT015,8693,30,260790
PO009130,2024-06-10,SUP019,MAT016,1831,10,18310
PO009131,2024-12-12,SUP006,MAT017,3982,24,95568
PO009132,2025-11-09,SUP005,MAT003,363,1055,382965
PO009133,2024-06-02,SUP015,MAT003,420,846,355320
PO009134,2024-02-25,SUP004,MAT015,6550,46,301300
PO009135,2025-04-13,SUP020,MAT025,929,2895,2689455
PO009136,2025-08-08,SUP005,MAT028,4841,15,72615
PO009137,2025-12-16,SUP004,MAT018,177,2691,476307
PO009138,2025-09-21,SUP011,MAT004,594,3857,2291058
PO009139,2024-06-18,SUP016,MAT028,7680,11,84480
PO009140,2025-08-07,SUP018,MAT018,20,2692,53840
PO009141,2025-07-05,SUP017,MAT013,738,607,447966
PO009142,2024-08-30,SUP004,MAT027,6102,38,231876
PO009143,2024-04-14,SUP013,MAT016,7721,12,92652
PO009144,2024-05-15,SUP016,MAT025,869,2810,2441890
PO009145,2024-03-08,SUP014,MAT017,8388,6,50328
PO009146,2024-07-28,SUP012,MAT003,455,1122,510510
PO009147,2024-02-18,SUP007,MAT019,68,1170,79560
PO009148,2024-07-20,SUP014,MAT008,875,4920,4305000
PO009149,2025-08-20,SUP004,MAT019,67,2810,188270
PO009150,2024-10-09,SUP005,MAT012,52,897,46644
PO009151,2025-11-20,SUP018,MAT017,9682,15,145230
PO009152,2024-11-18,SUP007,MAT028,6811,8,54488
PO009153,2025-05-31,SUP014,MAT029,151,545,82295
PO009154,2025-07-14,SUP008,MAT021,486,2762,1342332
PO009155,2025-04-17,SUP004,MAT019,112,1262,141344
PO009156,2024-03-28,SUP015,MAT007,756,1447,1093932
PO009157,2025-03-02,SUP018,MAT008,423,4580,1937340
PO009158,2024-08-31,SUP015,MAT005,678,2480,1681440
PO009159,2024-02-02,SUP004,MAT015,4912,47,230864
PO009160,2025-10-15,SUP013,MAT006,167,2562,427854
PO009161,2025-08-29,SUP005,MAT024,882,3692,3256344
PO009162,2024-09-08,SUP018,MAT006,126,734,92484
PO009163,2024-05-08,SUP011,MAT016,9608,34,326672
PO009164,2025-07-12,SUP005,MAT004,786,2035,1599510
PO009165,2025-09-22,SUP003,MAT020,999,2314,2311686
PO009166,2025-06-07,SUP002,MAT019,116,2090,242440
PO009167,2024-08-07,SUP005,MAT011,261,701,182961
PO009168,2025-06-28,SUP005,MAT001,617,508,313436
PO009169,2024-07-13,SUP016,MAT009,202,898,181396
PO009170,2025-12-04,SUP002,MAT030,236,1038,244968
PO009171,2025-11-30,SUP018,MAT027,7288,16,116608
PO009172,2024-02-21,SUP016,MAT022,251,4483,1125233
PO009173,2024-11-08,SUP019,MAT023,778,1283,998174
PO009174,2024-02-27,SUP006,MAT025,291,757,220287
PO009175,2025-08-14,SUP016,MAT026,564,2326,1311864
PO009176,2024-12-29,SUP020,MAT010,235,1852,435220
PO009177,2025-07-01,SUP007,MAT026,390,1753,683670
PO009178,2025-03-14,SUP016,MAT009,70,1660,116200
PO009179,2025-06-16,SUP020,MAT008,793,3257,2582801
PO009180,2025-06-27,SUP001,MAT014,353,3550,1253150
PO009181,2025-06-18,SUP020,MAT003,988,455,449540
PO009182,2024-12-18,SUP011,MAT002,676,367,248092
PO009183,2024-12-15,SUP004,MAT018,144,1127,162288
PO009184,2025-03-24,SUP001,MAT026,716,1844,1320304
PO009185,2025-09-21,SUP005,MAT012,76,926,70376
PO009186,2024-07-10,SUP004,MAT012,152,625,95000
PO009187,2024-05-08,SUP008,MAT014,509,337,171533
PO009188,2025-12-20,SUP013,MAT018,95,1458,138510
PO009189,2024-11-01,SUP015,MAT021,391,2296,897736
PO009190,2024-02-02,SUP017,MAT030,243,1717,417231
PO009191,2024-01-17,SUP002,MAT026,680,2659,1808120
PO009192,2024-08-19,SUP011,MAT006,657,4740,3114180
PO009193,2024-10-25,SUP003,MAT021,837,2566,2147742
PO009194,2025-07-14,SUP008,MAT024,897,349,313053
PO009195,2024-05-15,SUP019,MAT017,6335,12,76020
PO009196,2025-08-01,SUP012,MAT017,6048,28,169344
PO009197,2025-11-17,SUP011,MAT007,532,3222,1714104
PO009198,2025-10-08,SUP018,MAT018,167,1977,330159
PO009199,2025-05-16,SUP020,MAT029,213,1816,386808
PO009200,2024-06-06,SUP002,MAT009,58,1436,83288
PO009201,2025-01-11,SUP006,MAT029,78,2489,194142
PO009202,2025-07-19,SUP013,MAT030,219,662,144978
PO009203,2025-04-15,SUP007,MAT001,777,548,425796
PO009204,2024-05-28,SUP016,MAT016,6946,5,34730
PO009205,2024-04-29,SUP008,MAT010,130,654,85020
PO009206,2025-03-09,SUP012,MAT024,311,2995,931445
PO009207,2024-06-25,SUP009,MAT022,216,763,164808
PO009208,2024-05-21,SUP020,MAT025,293,3580,1048940
PO009209,2024-02-03,SUP007,MAT013,839,2390,2005210
PO009210,2024-05-26,SUP010,MAT030,225,1951,438975
PO009211,2024-03-29,SUP002,MAT022,585,4747,2776995
PO009212,2024-07-26,SUP003,MAT009,64,742,47488
PO009213,2024-06-22,SUP007,MAT018,104,2537,263848
PO009214,2024-04-01,SUP012,MAT009,242,1964,475288
PO009215,2024-06-14,SUP004,MAT009,245,897,219765
PO009216,2024-08-10,SUP013,MAT029,209,2137,446633
PO009217,2025-12-06,SUP013,MAT012,229,2048,468992
PO009218,2024-03-27,SUP015,MAT017,3669,15,55035
PO009219,2025-10-21,SUP007,MAT026,627,2368,1484736
PO009220,2025-12-26,SUP018,MAT008,363,3008,1091904
PO009221,2025-09-26,SUP012,MAT003,882,852,751464
PO009222,2025-10-24,SUP006,MAT012,70,2273,159110
PO009223,2024-04-11,SUP020,MAT024,456,1028,468768
PO009224,2024-02-21,SUP008,MAT008,340,1322,449480
PO009225,2025-10-29,SUP019,MAT001,672,900,604800
PO009226,2025-04-22,SUP012,MAT008,281,513,144153
PO009227,2025-03-25,SUP014,MAT011,210,2296,482160
PO009228,2025-03-18,SUP006,MAT011,103,2281,234943
PO009229,2024-04-12,SUP009,MAT023,252,1053,265356
PO009230,2025-10-09,SUP013,MAT015,9528,43,409704
PO009231,2025-11-21,SUP004,MAT021,982,4131,4056642
PO009232,2025-07-06,SUP012,MAT003,612,1070,654840
PO009233,2025-03-09,SUP010,MAT018,123,1887,232101
PO009234,2024-11-29,SUP014,MAT007,910,741,674310
PO009235,2025-10-02,SUP004,MAT016,5121,19,97299
PO009236,2025-10-23,SUP020,MAT020,565,2561,1446965
PO009237,2024-01-20,SUP001,MAT001,354,739,261606
PO009238,2024-10-02,SUP005,MAT003,529,811,429019
PO009239,2024-02-25,SUP003,MAT024,763,4187,3194681
PO009240,2024-12-25,SUP017,MAT019,141,1447,204027
PO009241,2024-02-21,SUP001,MAT022,446,4361,1945006
PO009242,2024-11-29,SUP017,MAT020,851,5000,4255000
PO009243,2024-08-01,SUP020,MAT009,147,1849,271803
PO009244,2025-08-25,SUP003,MAT018,85,2360,200600
PO009245,2024-04-07,SUP005,MAT020,622,4270,2655940
PO009246,2025-03-20,SUP012,MAT030,235,998,234530
PO009247,2025-02-08,SUP005,MAT011,281,639,179559
PO009248,2025-09-01,SUP011,MAT019,165,1312,216480
PO009249,2024-04-24,SUP002,MAT021,446,773,344758
PO009250,2025-10-02,SUP019,MAT024,204,3081,628524
PO009251,2025-04-21,SUP018,MAT007,626,1366,855116
PO009252,2025-03-06,SUP005,MAT005,186,1390,258540
PO009253,2024-04-17,SUP010,MAT002,711,1185,842535
PO009254,2025-01-28,SUP005,MAT004,636,2871,1825956
PO009255,2024-10-04,SUP013,MAT013,866,2214,1917324
PO009256,2024-04-23,SUP002,MAT010,61,2433,148413
PO009257,2024-07-06,SUP005,MAT009,155,734,113770
PO009258,2024-08-16,SUP007,MAT005,464,1993,924752
PO009259,2025-12-19,SUP010,MAT002,362,688,249056
PO009260,2025-12-17,SUP002,MAT029,100,1509,150900
PO009261,2024-03-14,SUP011,MAT010,208,2092,435136
PO009262,2025-10-14,SUP001,MAT003,824,377,310648
PO009263,2024-12-03,SUP007,MAT002,254,420,106680
PO009264,2025-12-30,SUP013,MAT029,268,2134,571912
PO009265,2025-06-17,SUP019,MAT025,883,270,238410
PO009266,2025-08-01,SUP007,MAT004,563,551,310213
PO009267,2025-08-29,SUP006,MAT021,238,2785,662830
PO009268,2025-06-29,SUP006,MAT015,4408,14,61712
PO009269,2025-08-06,SUP013,MAT012,173,1059,183207
PO009270,2025-12-12,SUP010,MAT002,799,615,491385
PO009271,2025-03-10,SUP003,MAT005,189,2380,449820
PO009272,2025-07-24,SUP012,MAT022,841,4623,3887943
PO009273,2024-10-14,SUP005,MAT013,456,1453,662568
PO009274,2025-11-02,SUP014,MAT021,744,1665,1238760
