Delivery_ID,PO_ID,Promised_Date,Delivery_Date,Delay_Days
DEL007667,PO007667,2025-03-10,2025-03-08,-2
DEL007668,PO007668,2024-02-23,2024-02-28,5
DEL007669,PO007669,2024-03-10,2024-03-12,2
DEL007670,PO007670,2024-03-17,2024-03-17,0
DEL007671,PO007671,2025-01-08,2025-01-10,2
DEL007672,PO007672,2025-07-23,2025-07-23,0
DEL007673,PO007673,2025-12-06,2025-12-08,2
DEL007674,PO007674,2024-06-07,2024-06-09,2
DEL007675,PO007675,2025-05-24,2025-05-27,3
DEL007676,PO007676,2025-01-07,2025-01-08,1
DEL007677,PO007677,2025-06-21,2025-06-20,-1
DEL007678,PO007678,2024-03-05,2024-03-10,5
DEL007679,PO007679,2025-08-12,2025-08-12,0
DEL007680,PO007680,2024-06-09,2024-06-12,3
DEL007681,PO007681,2025-05-26,2025-05-30,4
DEL007682,PO007682,2024-07-24,2024-07-24,0
DEL007683,PO007683,2025-03-01,2025-03-02,1
DEL007684,PO007684,2025-12-29,2025-12-31,2
DEL007685,PO007685,2024-09-06,2024-09-06,0
DEL007686,PO007686,2025-12-27,2025-12-30,3
DEL007687,PO007687,2024-10-07,2024-10-06,-1
DEL007688,PO007688,2025-08-13,2025-08-17,4
DEL007689,PO007689,2025-11-02,2025-11-06,4
DEL007690,PO007690,2025-05-15,2025-05-18,3
DEL007691,PO007691,2024-02-15,2024-02-19,4
DEL007692,PO007692,2025-12-02,2025-12-05,3
DEL007693,PO007693,2024-08-16,2024-08-15,-1
DEL007694,PO007694,2024-07-01,2024-07-04,3
DEL007695,PO007695,2025-06-21,2025-06-26,5
DEL007696,PO007696,2024-06-07,2024-06-05,-2
DEL007697,PO007697,2025-06-01,2025-06-03,2
DEL007698,PO007698,2025-01-07,2025-01-08,1
DEL007699,PO007699,2025-07-10,2025-07-15,5
DEL007700,PO007700,2024-03-21,2024-03-25,4
DEL007701,PO007701,2025-04-17,2025-04-22,5
DEL007702,PO007702,2026-01-01,2025-12-30,-2
DEL007703,PO007703,2025-08-28,2025-08-26,-2
DEL007704,PO007704,2024-05-28,2024-06-01,4
DEL007705,PO007705,2024-07-09,2024-07-14,5
DEL007706,PO007706,2024-04-11,2024-04-14,3
DEL007707,PO007707,2024-09-05,2024-09-05,0
DEL007708,PO007708,2025-09-21,2025-09-26,5
DEL007709,PO007709,2025-10-18,2025-10-21,3
DEL007710,PO007710,2024-01-11,2024-01-12,1
DEL007711,PO007711,2025-04-02,2025-04-02,0
DEL007712,PO007712,2024-11-15,2024-11-19,4
DEL007713,PO007713,2025-04-23,2025-04-28,5
DEL007714,PO007714,2024-01-15,2024-01-17,2
DEL007715,PO007715,2024-10-17,2024-10-17,0
DEL007716,PO007716,2024-06-16,2024-06-14,-2
DEL007717,PO007717,2025-06-04,2025-06-03,-1
DEL007718,PO007718,2025-06-17,2025-06-20,3
DEL007719,PO007719,2025-04-05,2025-04-07,2
DEL007720,PO007720,2024-08-05,2024-08-06,1
DEL007721,PO007721,2025-10-29,2025-10-31,2
DEL007722,PO007722,2024-07-31,2024-08-04,4
DEL007723,PO007723,2025-05-21,2025-05-26,5
DEL007724,PO007724,2024-08-05,2024-08-09,4
DEL007725,PO007725,2024-04-11,2024-04-14,3
DEL007726,PO007726,2025-03-24,2025-03-27,3
DEL007727,PO007727,2025-06-22,2025-06-26,4
DEL007728,PO007728,2024-10-05,2024-10-06,1
DEL007729,PO007729,2025-01-20,2025-01-25,5
DEL007730,PO007730,2024-01-27,2024-01-25,-2
DEL007731,PO007731,2024-05-04,2024-05-05,1
DEL007732,PO007732,2025-05-27,2025-05-28,1
DEL007733,PO007733,2026-01-04,2026-01-06,2
DEL007734,PO007734,2025-11-11,2025-11-10,-1
DEL007735,PO007735,2025-06-20,2025-06-19,-1
DEL007736,PO007736,2025-10-16,2025-10-18,2
DEL007737,PO007737,2024-01-31,2024-02-03,3
DEL007738,PO007738,2025-02-18,2025-02-16,-2
DEL007739,PO007739,2025-08-05,2025-08-07,2
DEL007740,PO007740,2024-04-14,2024-04-12,-2
DEL007741,PO007741,2024-02-09,2024-02-10,1
DEL007742,PO007742,2024-02-01,2024-01-31,-1
DEL007743,PO007743,2026-01-16,2026-01-14,-2
DEL007744,PO007744,2025-07-27,2025-07-27,0
DEL007745,PO007745,2025-07-03,2025-07-07,4
DEL007746,PO007746,2024-12-14,2024-12-19,5
DEL007747,PO007747,2025-06-19,2025-06-19,0
DEL007748,PO007748,2024-04-18,2024-04-21,3
DEL007749,PO007749,2025-10-21,2025-10-19,-2
DEL007750,PO007750,2024-05-04,2024-05-05,1
DEL007751,PO007751,2024-05-29,2024-05-28,-1
DEL007752,PO007752,2025-03-12,2025-03-14,2
DEL007753,PO007753,2024-05-06,2024-05-11,5
DEL007754,PO007754,2024-07-27,2024-07-28,1
DEL007755,PO007755,2025-11-20,2025-11-22,2
DEL007756,PO007756,2025-05-06,2025-05-07,1
DEL007757,PO007757,2025-07-18,2025-07-16,-2
DEL007758,PO007758,2025-01-19,2025-01-17,-2
DEL007759,PO007759,2024-02-05,2024-02-06,1
DEL007760,PO007760,2025-08-03,2025-08-02,-1
DEL007761,PO007761,2025-12-04,2025-12-03,-1
DEL007762,PO007762,2024-04-02,2024-04-03,1
DEL007763,PO007763,2024-04-03,2024-04-05,2
DEL007764,PO007764,2025-05-31,2025-05-30,-1
DEL007765,PO007765,2026-01-04,2026-01-08,4
DEL007766,PO007766,2025-09-11,2025-09-09,-2
DEL007767,PO007767,2025-11-17,2025-11-20,3
DEL007768,PO007768,2024-10-16,2024-10-21,5
DEL007769,PO007769,2025-05-22,2025-05-25,3
DEL007770,PO007770,2024-08-18,2024-08-18,0
DEL007771,PO007771,2024-10-26,2024-10-28,2
DEL007772,PO007772,2025-04-24,2025-04-23,-1
DEL007773,PO007773,2024-03-13,2024-03-13,0
DEL007774,PO007774,2025-11-22,2025-11-24,2
DEL007775,PO007775,2024-03-31,2024-03-31,0
DEL007776,PO007776,2024-02-08,2024-02-07,-1
DEL007777,PO007777,2025-01-10,2025-01-11,1
DEL007778,PO007778,2025-04-10,2025-04-10,0
DEL007779,PO007779,2024-01-31,2024-01-29,-2
DEL007780,PO007780,2025-12-16,2025-12-14,-2
DEL007781,PO007781,2024-08-14,2024-08-17,3
DEL007782,PO007782,2024-09-25,2024-09-25,0
DEL007783,PO007783,2024-12-12,2024-12-15,3
DEL007784,PO007784,2025-01-10,2025-01-12,2
DEL007785,PO007785,2024-12-02,2024-12-07,5
DEL007786,PO007786,2025-04-24,2025-04-28,4
DEL007787,PO007787,2024-10-13,2024-10-17,4
DEL007788,PO007788,2024-05-14,2024-05-18,4
DEL007789,PO007789,2025-04-03,2025-04-08,5
DEL007790,PO007790,2024-01-27,2024-01-25,-2
DEL007791,PO007791,2024-07-15,2024-07-16,1
DEL007792,PO007792,2024-06-23,2024-06-25,2
DEL007793,PO007793,2025-11-01,2025-10-30,-2
DEL007794,PO007794,2025-05-05,2025-05-07,2
DEL007795,PO007795,2025-04-16,2025-04-18,2
DEL007796,PO007796,2024-05-04,2024-05-08,4
DEL007797,PO007797,2026-01-05,2026-01-06,1
DEL007798,PO007798,2025-01-14,2025-01-13,-1
DEL007799,PO007799,2024-02-18,2024-02-20,2
DEL007800,PO007800,2024-09-03,2024-09-05,2
DEL007801,PO007801,2024-10-25,2024-10-23,-2
DEL007802,PO007802,2025-09-15,2025-09-16,1
DEL007803,PO007803,2024-02-07,2024-02-07,0
DEL007804,PO007804,2025-10-29,2025-10-29,0
DEL007805,PO007805,2025-08-24,2025-08-24,0
DEL007806,PO007806,2024-02-20,2024-02-20,0
DEL007807,PO007807,2024-05-12,2024-05-11,-1
DEL007808,PO007808,2025-01-14,2025-01-15,1
DEL007809,PO007809,2025-01-22,2025-01-25,3
DEL007810,PO007810,2026-01-05,2026-01-04,-1
DEL007811,PO007811,2024-05-27,2024-05-25,-2
DEL007812,PO007812,2024-11-24,2024-11-27,3
DEL007813,PO007813,2024-06-20,2024-06-21,1
DEL007814,PO007814,2024-12-17,2024-12-19,2
DEL007815,PO007815,2025-09-29,2025-10-02,3
DEL007816,PO007816,2024-06-10,2024-06-09,-1
DEL007817,PO007817,2024-04-17,2024-04-18,1
DEL007818,PO007818,2024-01-09,2024-01-07,-2
DEL007819,PO007819,2026-01-03,2026-01-05,2
DEL007820,PO007820,2024-07-01,2024-07-05,4
DEL007821,PO007821,2024-07-15,2024-07-20,5
DEL007822,PO007822,2025-01-11,2025-01-16,5
DEL007823,PO007823,2025-12-27,2025-12-25,-2
DEL007824,PO007824,2025-10-09,2025-10-11,2
DEL007825,PO007825,2024-09-15,2024-09-16,1
DEL007826,PO007826,2025-09-20,2025-09-18,-2
DEL007827,PO007827,2025-01-22,2025-01-25,3
DEL007828,PO007828,2024-01-18,2024-01-19,1
DEL007829,PO007829,2024-08-05,2024-08-07,2
DEL007830,PO007830,2025-10-06,2025-10-09,3
DEL007831,PO007831,2024-02-06,2024-02-09,3
DEL007832,PO007832,2026-01-11,2026-01-10,-1
DEL007833,PO007833,2024-04-28,2024-04-28,0
DEL007834,PO007834,2024-11-05,2024-11-10,5
DEL007835,PO007835,2025-03-23,2025-03-26,3
DEL007836,PO007836,2024-10-31,2024-11-05,5
DEL007837,PO007837,2025-08-28,2025-08-27,-1
DEL007838,PO007838,2025-04-20,2025-04-19,-1
DEL007839,PO007839,2025-10-02,2025-10-04,2
DEL007840,PO007840,2025-06-04,2025-06-07,3
DEL007841,PO007841,2025-11-25,2025-11-27,2
DEL007842,PO007842,2024-11-20,2024-11-19,-1
DEL007843,PO007843,2025-09-01,2025-08-30,-2
DEL007844,PO007844,2025-03-16,2025-03-20,4
DEL007845,PO007845,2024-08-23,2024-08-26,3
DEL007846,PO007846,2024-12-28,2024-12-27,-1
DEL007847,PO007847,2025-03-01,2025-03-01,0
DEL007848,PO007848,2025-05-13,2025-05-13,0
DEL007849,PO007849,2025-07-08,2025-07-11,3
DEL007850,PO007850,2024-10-26,2024-10-24,-2
DEL007851,PO007851,2024-09-04,2024-09-05,1
DEL007852,PO007852,2025-10-01,2025-10-03,2
DEL007853,PO007853,2025-05-25,2025-05-30,5
DEL007854,PO007854,2024-04-01,2024-04-01,0
DEL007855,PO007855,2024-10-31,2024-10-31,0
DEL007856,PO007856,2025-12-26,2025-12-30,4
DEL007857,PO007857,2025-02-04,2025-02-02,-2
DEL007858,PO007858,2024-04-12,2024-04-16,4
DEL007859,PO007859,2025-04-30,2025-04-28,-2
DEL007860,PO007860,2025-11-12,2025-11-12,0
DEL007861,PO007861,2025-10-26,2025-10-31,5
DEL007862,PO007862,2024-06-10,2024-06-12,2
DEL007863,PO007863,2024-06-17,2024-06-16,-1
DEL007864,PO007864,2024-11-24,2024-11-28,4
DEL007865,PO007865,2024-04-12,2024-04-17,5
DEL007866,PO007866,2024-03-09,2024-03-10,1
DEL007867,PO007867,2025-04-14,2025-04-17,3
DEL007868,PO007868,2024-04-06,2024-04-04,-2
DEL007869,PO007869,2025-11-06,2025-11-04,-2
DEL007870,PO007870,2025-08-24,2025-08-24,0
DEL007871,PO007871,2025-07-13,2025-07-18,5
DEL007872,PO007872,2025-10-11,2025-10-15,4
DEL007873,PO007873,2024-08-07,2024-08-09,2
DEL007874,PO007874,2024-02-02,2024-02-05,3
DEL007875,PO007875,2025-10-18,2025-10-22,4
DEL007876,PO007876,2025-08-05,2025-08-04,-1
DEL007877,PO007877,2025-07-23,2025-07-25,2
DEL007878,PO007878,2025-09-30,2025-10-05,5
DEL007879,PO007879,2024-10-12,2024-10-16,4
DEL007880,PO007880,2025-07-13,2025-07-13,0
DEL007881,PO007881,2024-12-10,2024-12-09,-1
DEL007882,PO007882,2024-10-04,2024-10-03,-1
DEL007883,PO007883,2024-04-24,2024-04-22,-2
DEL007884,PO007884,2025-08-10,2025-08-12,2
DEL007885,PO007885,2024-06-09,2024-06-07,-2
DEL007886,PO007886,2024-07-10,2024-07-13,3
DEL007887,PO007887,2024-11-22,2024-11-27,5
DEL007888,PO007888,2025-08-17,2025-08-22,5
DEL007889,PO007889,2025-03-24,2025-03-27,3
DEL007890,PO007890,2025-08-08,2025-08-11,3
DEL007891,PO007891,2025-11-23,2025-11-28,5
DEL007892,PO007892,2025-05-03,2025-05-07,4
DEL007893,PO007893,2025-05-26,2025-05-31,5
DEL007894,PO007894,2024-04-16,2024-04-14,-2
DEL007895,PO007895,2025-12-21,2025-12-21,0
DEL007896,PO007896,2025-10-08,2025-10-12,4
DEL007897,PO007897,2024-09-02,2024-09-05,3
DEL007898,PO007898,2024-05-15,2024-05-19,4
DEL007899,PO007899,2025-04-12,2025-04-12,0
DEL007900,PO007900,2025-09-10,2025-09-09,-1
DEL007901,PO007901,2025-03-30,2025-04-03,4
DEL007902,PO007902,2025-09-21,2025-09-22,1
DEL007903,PO007903,2024-05-28,2024-05-31,3
DEL007904,PO007904,2025-12-12,2025-12-16,4
DEL007905,PO007905,2024-11-08,2024-11-06,-2
DEL007906,PO007906,2024-09-18,2024-09-21,3
DEL007907,PO007907,2025-05-21,2025-05-22,1
DEL007908,PO007908,2024-05-24,2024-05-22,-2
DEL007909,PO007909,2024-02-18,2024-02-18,0
DEL007910,PO007910,2025-11-19,2025-11-18,-1
DEL007911,PO007911,2025-09-03,2025-09-05,2
DEL007912,PO007912,2025-10-08,2025-10-13,5
DEL007913,PO007913,2025-12-19,2025-12-17,-2
DEL007914,PO007914,2024-02-21,2024-02-26,5
DEL007915,PO007915,2024-10-13,2024-10-13,0
DEL007916,PO007916,2024-03-06,2024-03-05,-1
DEL007917,PO007917,2024-02-21,2024-02-20,-1
DEL007918,PO007918,2024-07-25,2024-07-25,0
DEL007919,PO007919,2024-12-22,2024-12-26,4
DEL007920,PO007920,2024-06-30,2024-06-30,0
DEL007921,PO007921,2024-12-19,2024-12-22,3
DEL007922,PO007922,2024-01-28,2024-02-02,5
DEL007923,PO007923,2024-05-28,2024-05-31,3
DEL007924,PO007924,2024-03-21,2024-03-21,0
DEL007925,PO007925,2025-06-15,2025-06-18,3
DEL007926,PO007926,2024-02-14,2024-02-12,-2
DEL007927,PO007927,2025-11-25,2025-11-23,-2
DEL007928,PO007928,2025-09-28,2025-09-29,1
DEL007929,PO007929,2025-01-17,2025-01-17,0
DEL007930,PO007930,2025-06-19,2025-06-21,2
DEL007931,PO007931,2024-05-06,2024-05-08,2
DEL007932,PO007932,2024-02-16,2024-02-15,-1
DEL007933,PO007933,2025-01-13,2025-01-12,-1
DEL007934,PO007934,2025-04-19,2025-04-18,-1
DEL007935,PO007935,2026-01-06,2026-01-09,3
DEL007936,PO007936,2024-07-12,2024-07-16,4
DEL007937,PO007937,2024-09-21,2024-09-25,4
DEL007938,PO007938,2024-02-20,2024-02-18,-2
DEL007939,PO007939,2024-08-13,2024-08-14,1
DEL007940,PO007940,2024-03-21,2024-03-26,5
DEL007941,PO007941,2024-05-18,2024-05-22,4
DEL007942,PO007942,2025-06-27,2025-06-29,2
DEL007943,PO007943,2024-04-23,2024-04-23,0
DEL007944,PO007944,2025-06-03,2025-06-04,1
DEL007945,PO007945,2024-03-17,2024-03-19,2
DEL007946,PO007946,2024-08-21,2024-08-21,0
DEL007947,PO007947,2025-04-23,2025-04-25,2
DEL007948,PO007948,2024-08-23,2024-08-25,2
DEL007949,PO007949,2024-07-05,2024-07-04,-1
DEL007950,PO007950,2024-01-15,2024-01-14,-1
DEL007951,PO007951,2024-05-15,2024-05-19,4
DEL007952,PO007952,2024-03-05,2024-03-06,1
DEL007953,PO007953,2025-10-20,2025-10-23,3
DEL007954,PO007954,2024-08-05,2024-08-08,3
DEL007955,PO007955,2024-03-20,2024-03-23,3
DEL007956,PO007956,2025-04-23,2025-04-24,1
DEL007957,PO007957,2024-02-18,2024-02-16,-2
DEL007958,PO007958,2024-09-27,2024-09-28,1
DEL007959,PO007959,2025-12-02,2025-12-01,-1
DEL007960,PO007960,2025-03-03,2025-03-06,3
DEL007961,PO007961,2024-08-29,2024-08-30,1
DEL007962,PO007962,2025-09-10,2025-09-10,0
DEL007963,PO007963,2025-03-25,2025-03-30,5
DEL007964,PO007964,2024-04-30,2024-04-30,0
DEL007965,PO007965,2025-02-01,2025-01-30,-2
DEL007966,PO007966,2025-01-17,2025-01-15,-2
DEL007967,PO007967,2025-03-04,2025-03-07,3
DEL007968,PO007968,2024-04-07,2024-04-07,0
DEL007969,PO007969,2025-05-27,2025-05-26,-1
DEL007970,PO007970,2024-05-06,2024-05-05,-1
DEL007971,PO007971,2025-11-13,2025-11-16,3
DEL007972,PO007972,2024-07-05,2024-07-08,3
DEL007973,PO007973,2024-12-24,2024-12-24,0
DEL007974,PO007974,2025-06-27,2025-06-28,1
DEL007975,PO007975,2024-11-04,2024-11-09,5
DEL007976,PO007976,2025-08-06,2025-08-08,2
DEL007977,PO007977,2025-04-11,2025-04-15,4
DEL007978,PO007978,2024-07-28,2024-07-27,-1
DEL007979,PO007979,2025-09-01,2025-09-05,4
DEL007980,PO007980,2024-02-07,2024-02-05,-2
DEL007981,PO007981,2024-10-24,2024-10-26,2
DEL007982,PO007982,2024-04-18,2024-04-22,4
DEL007983,PO007983,2025-10-12,2025-10-13,1
DEL007984,PO007984,2025-09-21,2025-09-20,-1
DEL007985,PO007985,2025-02-04,2025-02-08,4
DEL007986,PO007986,2024-11-30,2024-11-29,-1
DEL007987,PO007987,2025-11-17,2025-11-21,4
DEL007988,PO007988,2025-12-17,2025-12-19,2
DEL007989,PO007989,2025-05-29,2025-05-30,1
DEL007990,PO007990,2025-05-14,2025-05-18,4
DEL007991,PO007991,2025-02-10,2025-02-09,-1
DEL007992,PO007992,2025-03-28,2025-03-30,2
DEL007993,PO007993,2024-06-21,2024-06-19,-2
DEL007994,PO007994,2025-10-03,2025-10-04,1
DEL007995,PO007995,2025-07-10,2025-07-11,1
DEL007996,PO007996,2025-03-06,2025-03-10,4
DEL007997,PO007997,2024-12-13,2024-12-14,1
DEL007998,PO007998,2025-01-12,2025-01-14,2
DEL007999,PO007999,2025-11-17,2025-11-15,-2
DEL008000,PO008000,2024-12-10,2024-12-13,3
DEL008001,PO008001,2025-08-23,2025-08-22,-1
DEL008002,PO008002,2025-04-28,2025-04-27,-1
DEL008003,PO008003,2024-12-10,2024-12-13,3
DEL008004,PO008004,2025-05-19,2025-05-24,5
DEL008005,PO008005,2025-07-14,2025-07-15,1
DEL008006,PO008006,2024-12-25,2024-12-27,2
DEL008007,PO008007,2025-03-13,2025-03-14,1
DEL008008,PO008008,2024-08-16,2024-08-21,5
DEL008009,PO008009,2025-06-02,2025-06-05,3
DEL008010,PO008010,2026-01-02,2026-01-05,3
DEL008011,PO008011,2024-01-24,2024-01-24,0
DEL008012,PO008012,2024-04-10,2024-04-10,0
DEL008013,PO008013,2025-06-12,2025-06-12,0
DEL008014,PO008014,2024-07-30,2024-08-03,4
DEL008015,PO008015,2025-08-09,2025-08-14,5
DEL008016,PO008016,2025-11-25,2025-11-26,1
DEL008017,PO008017,2024-02-14,2024-02-19,5
DEL008018,PO008018,2024-05-17,2024-05-15,-2
DEL008019,PO008019,2025-06-11,2025-06-11,0
DEL008020,PO008020,2025-10-24,2025-10-26,2
DEL008021,PO008021,2024-04-06,2024-04-07,1
DEL008022,PO008022,2025-04-01,2025-04-02,1
DEL008023,PO008023,2025-09-06,2025-09-09,3
DEL008024,PO008024,2025-09-13,2025-09-11,-2
DEL008025,PO008025,2024-03-16,2024-03-18,2
DEL008026,PO008026,2024-06-21,2024-06-26,5
DEL008027,PO008027,2024-05-17,2024-05-22,5
DEL008028,PO008028,2025-10-27,2025-11-01,5
DEL008029,PO008029,2024-02-15,2024-02-17,2
DEL008030,PO008030,2024-12-07,2024-12-10,3
DEL008031,PO008031,2025-12-12,2025-12-11,-1
DEL008032,PO008032,2025-06-27,2025-06-26,-1
DEL008033,PO008033,2025-08-22,2025-08-24,2
DEL008034,PO008034,2025-09-25,2025-09-24,-1
DEL008035,PO008035,2025-10-04,2025-10-07,3
DEL008036,PO008036,2025-01-05,2025-01-10,5
DEL008037,PO008037,2024-09-05,2024-09-05,0
DEL008038,PO008038,2024-10-13,2024-10-15,2
DEL008039,PO008039,2025-12-28,2025-12-29,1
DEL008040,PO008040,2026-01-15,2026-01-14,-1
DEL008041,PO008041,2025-06-06,2025-06-07,1
DEL008042,PO008042,2025-06-18,2025-06-21,3
DEL008043,PO008043,2024-11-23,2024-11-23,0
DEL008044,PO008044,2024-04-15,2024-04-17,2
DEL008045,PO008045,2025-06-08,2025-06-09,1
DEL008046,PO008046,2025-03-19,2025-03-19,0
DEL008047,PO008047,2024-05-27,2024-05-27,0
DEL008048,PO008048,2024-09-20,2024-09-18,-2
DEL008049,PO008049,2024-02-01,2024-01-30,-2
DEL008050,PO008050,2024-09-06,2024-09-07,1
DEL008051,PO008051,2024-09-22,2024-09-24,2
DEL008052,PO008052,2024-07-20,2024-07-25,5
DEL008053,PO008053,2025-09-13,2025-09-16,3
DEL008054,PO008054,2025-11-30,2025-12-04,4
DEL008055,PO008055,2025-04-29,2025-04-28,-1
DEL008056,PO008056,2024-06-21,2024-06-20,-1
DEL008057,PO008057,2025-03-18,2025-03-18,0
DEL008058,PO008058,2024-09-13,2024-09-15,2
DEL008059,PO008059,2025-12-16,2025-12-19,3
DEL008060,PO008060,2024-12-23,2024-12-27,4
DEL008061,PO008061,2025-02-18,2025-02-22,4
DEL008062,PO008062,2024-04-24,2024-04-27,3
DEL008063,PO008063,2024-01-27,2024-02-01,5
DEL008064,PO008064,2024-10-15,2024-10-15,0
DEL008065,PO008065,2024-01-15,2024-01-18,3
DEL008066,PO008066,2025-12-04,2025-12-07,3
DEL008067,PO008067,2024-08-16,2024-08-21,5
DEL008068,PO008068,2025-11-17,2025-11-18,1
DEL008069,PO008069,2025-07-10,2025-07-14,4
DEL008070,PO008070,2024-12-03,2024-12-07,4
DEL008071,PO008071,2025-10-12,2025-10-10,-2
DEL008072,PO008072,2026-01-11,2026-01-14,3
DEL008073,PO008073,2024-10-21,2024-10-25,4
DEL008074,PO008074,2025-05-22,2025-05-24,2
DEL008075,PO008075,2025-08-31,2025-08-31,0
DEL008076,PO008076,2025-03-08,2025-03-06,-2
DEL008077,PO008077,2025-12-09,2025-12-11,2
DEL008078,PO008078,2024-10-24,2024-10-26,2
DEL008079,PO008079,2024-11-18,2024-11-19,1
DEL008080,PO008080,2025-08-28,2025-08-29,1
DEL008081,PO008081,2025-07-11,2025-07-09,-2
DEL008082,PO008082,2025-09-28,2025-09-26,-2
DEL008083,PO008083,2024-02-17,2024-02-15,-2
DEL008084,PO008084,2025-07-03,2025-07-02,-1
DEL008085,PO008085,2025-07-25,2025-07-28,3
DEL008086,PO008086,2025-03-17,2025-03-15,-2
DEL008087,PO008087,2024-08-21,2024-08-23,2
DEL008088,PO008088,2024-02-12,2024-02-17,5
DEL008089,PO008089,2024-07-18,2024-07-20,2
DEL008090,PO008090,2025-01-31,2025-02-04,4
DEL008091,PO008091,2025-09-27,2025-09-25,-2
DEL008092,PO008092,2025-08-19,2025-08-19,0
DEL008093,PO008093,2025-03-01,2025-02-28,-1
DEL008094,PO008094,2025-11-26,2025-11-30,4
DEL008095,PO008095,2026-01-17,2026-01-20,3
DEL008096,PO008096,2024-12-31,2025-01-01,1
DEL008097,PO008097,2025-07-09,2025-07-10,1
DEL008098,PO008098,2025-12-15,2025-12-14,-1
DEL008099,PO008099,2025-12-11,2025-12-14,3
DEL008100,PO008100,2025-03-08,2025-03-08,0
DEL008101,PO008101,2024-05-08,2024-05-10,2
DEL008102,PO008102,2025-10-19,2025-10-24,5
DEL008103,PO008103,2024-04-27,2024-05-02,5
DEL008104,PO008104,2025-08-13,2025-08-16,3
DEL008105,PO008105,2025-11-30,2025-12-03,3
DEL008106,PO008106,2025-07-31,2025-08-04,4
DEL008107,PO008107,2024-02-09,2024-02-09,0
DEL008108,PO008108,2025-02-23,2025-02-21,-2
DEL008109,PO008109,2025-12-29,2025-12-30,1
DEL008110,PO008110,2025-05-23,2025-05-23,0
DEL008111,PO008111,2024-11-29,2024-12-01,2
DEL008112,PO008112,2025-04-09,2025-04-14,5
DEL008113,PO008113,2025-06-21,2025-06-20,-1
DEL008114,PO008114,2024-07-21,2024-07-23,2
DEL008115,PO008115,2024-03-03,2024-03-03,0
DEL008116,PO008116,2025-02-20,2025-02-24,4
DEL008117,PO008117,2025-08-08,2025-08-11,3
DEL008118,PO008118,2025-06-27,2025-06-25,-2
DEL008119,PO008119,2025-06-29,2025-07-03,4
DEL008120,PO008120,2025-05-06,2025-05-11,5
DEL008121,PO008121,2025-06-23,2025-06-28,5
DEL008122,PO008122,2025-04-28,2025-05-02,4
DEL008123,PO008123,2024-11-19,2024-11-19,0
DEL008124,PO008124,2025-06-12,2025-06-12,0
DEL008125,PO008125,2024-11-12,2024-11-13,1
DEL008126,PO008126,2024-12-01,2024-11-30,-1
DEL008127,PO008127,2024-04-30,2024-05-03,3
DEL008128,PO008128,2024-01-20,2024-01-21,1
DEL008129,PO008129,2024-03-13,2024-03-14,1
DEL008130,PO008130,2025-09-02,2025-09-04,2
DEL008131,PO008131,2025-09-07,2025-09-12,5
DEL008132,PO008132,2025-10-02,2025-10-07,5
DEL008133,PO008133,2025-04-28,2025-04-30,2
DEL008134,PO008134,2025-02-28,2025-03-01,1
DEL008135,PO008135,2025-05-21,2025-05-22,1
DEL008136,PO008136,2025-12-27,2025-12-28,1
DEL008137,PO008137,2026-01-13,2026-01-13,0
DEL008138,PO008138,2025-03-24,2025-03-27,3
DEL008139,PO008139,2025-11-30,2025-11-28,-2
DEL008140,PO008140,2024-06-12,2024-06-14,2
DEL008141,PO008141,2026-01-06,2026-01-04,-2
DEL008142,PO008142,2025-03-14,2025-03-13,-1
DEL008143,PO008143,2025-02-05,2025-02-09,4
DEL008144,PO008144,2024-02-05,2024-02-08,3
DEL008145,PO008145,2025-12-19,2025-12-22,3
DEL008146,PO008146,2024-10-13,2024-10-14,1
DEL008147,PO008147,2025-07-25,2025-07-25,0
DEL008148,PO008148,2024-02-16,2024-02-14,-2
DEL008149,PO008149,2024-07-12,2024-07-15,3
DEL008150,PO008150,2025-11-19,2025-11-21,2
DEL008151,PO008151,2025-08-18,2025-08-23,5
DEL008152,PO008152,2024-02-25,2024-02-26,1
DEL008153,PO008153,2025-07-28,2025-07-27,-1
DEL008154,PO008154,2024-06-14,2024-06-19,5
DEL008155,PO008155,2025-01-12,2025-01-16,4
DEL008156,PO008156,2024-10-31,2024-11-04,4
DEL008157,PO008157,2024-05-21,2024-05-20,-1
DEL008158,PO008158,2025-08-10,2025-08-08,-2
DEL008159,PO008159,2024-08-05,2024-08-07,2
DEL008160,PO008160,2025-08-07,2025-08-10,3
DEL008161,PO008161,2025-09-28,2025-09-29,1
DEL008162,PO008162,2025-02-04,2025-02-03,-1
DEL008163,PO008163,2024-02-04,2024-02-04,0
DEL008164,PO008164,2025-05-28,2025-05-27,-1
DEL008165,PO008165,2025-02-02,2025-02-02,0
DEL008166,PO008166,2024-04-02,2024-04-07,5
DEL008167,PO008167,2024-05-09,2024-05-10,1
DEL008168,PO008168,2025-04-25,2025-04-24,-1
DEL008169,PO008169,2025-07-23,2025-07-27,4
DEL008170,PO008170,2024-07-07,2024-07-07,0
DEL008171,PO008171,2025-04-02,2025-04-01,-1
DEL008172,PO008172,2025-03-13,2025-03-18,5
DEL008173,PO008173,2025-10-10,2025-10-15,5
DEL008174,PO008174,2025-09-11,2025-09-10,-1
DEL008175,PO008175,2025-07-28,2025-07-26,-2
DEL008176,PO008176,2024-12-24,2024-12-29,5
DEL008177,PO008177,2025-05-16,2025-05-16,0
DEL008178,PO008178,2024-05-22,2024-05-22,0
